"","lactate control1","lactate control2","lactate treat1","lactate treat2","pregnant control1","pregnant control2","pregnant treat1","pregnant treat2","virgin control1","virgin control2","virgin treat1","virgin treat2"
"19275",39,37,5,3,34,41,14,23,31,31,29,21
"19711",0,0,0,1,2,0,1,0,1,0,0,0
"13437",556,561,738,695,642,522,1179,1070,680,1284,1419,909
"13346",106,100,10,10,106,183,7,6,281,38,26,400
"100503248",0,0,0,0,0,1,0,0,0,1,0,1
"11790",4325,4425,39,46,3032,3282,34,43,1272,175,214,1453
"69080",1145,1125,820,773,1084,1156,982,996,689,774,949,745
"100862164",1,1,0,0,0,0,0,0,0,0,0,0
"241118",44,60,0,0,38,42,1,0,52,4,5,38
"74241",1484,1340,747,750,2446,2032,1438,1153,2371,1148,1148,2341
"319998",217,189,71,81,241,249,57,41,277,73,80,318
"98733",888,956,18,18,1521,1162,107,54,1313,327,435,1268
"16322",134,158,17,11,167,171,27,11,81,87,114,72
"71728",297,374,267,265,289,307,490,617,383,694,838,534
"20536",1413,1645,88,100,1516,1642,150,228,967,472,526,1127
"100862333",4,0,0,0,0,0,0,0,0,0,0,0
"620079",0,0,0,0,0,0,0,0,0,0,0,0
"13838",1366,1389,27,34,2688,1770,188,160,2777,346,338,2683
"18505",0,0,1,0,0,0,0,0,0,0,0,2
"100039210",0,0,0,0,0,0,0,0,0,0,0,0
"433323",7,8,2,5,9,9,3,6,10,7,5,10
"23874",678,591,792,779,944,784,837,609,780,1017,1005,1085
"68393",8,11,3,17,3,4,0,3,2,3,2,1
"74205",1154,1030,684,677,2278,1930,2762,2568,3153,3860,3254,3296
"195434",492,485,141,167,907,724,481,472,858,570,521,1001
"57814",87,95,2,5,214,359,12,12,369,20,61,236
"20254",0,0,0,0,0,0,0,0,0,0,0,0
"100862182",0,0,1,0,0,0,1,4,0,1,0,0
"252903",45,36,127,102,101,72,150,116,85,194,218,103
"69368",453,445,409,387,480,441,527,686,459,1039,1077,511
"100038695",0,0,1,0,0,0,0,0,0,0,0,0
"69163",72,98,229,264,179,131,259,198,138,309,308,156
"100862198",0,0,0,0,0,0,0,0,1,0,0,0
"20720",177,150,30,12,398,276,46,49,358,49,50,355
"241128",0,0,0,0,1,1,0,0,0,0,1,0
"26554",3821,3289,1596,1611,5200,4481,3619,3445,4387,3730,3877,4364
"72208",0,0,0,0,0,0,0,0,0,0,0,0
"210293",39,36,5,1,51,42,94,47,135,23,22,91
"241134",0,0,0,0,0,0,0,0,0,0,0,0
"16367",979,1222,760,1106,687,659,182,199,951,1054,1121,1449
"100503073",2,4,10,16,1,2,1,3,1,5,15,6
"76867",1370,1346,394,390,1370,1483,531,532,978,1182,1116,1195
"100503095",1,0,0,0,1,3,2,0,0,7,6,1
"12829",95,67,1,3,234,312,1,4,36,5,10,35
"12828",156,109,0,0,298,320,1,3,92,8,5,32
"75734",1225,1064,535,563,1218,1230,816,767,899,920,927,998
"66261",0,0,0,0,0,1,0,0,0,0,2,1
"100044526",18,16,27,16,18,12,37,19,29,26,28,24
"15463",1450,1210,1240,1183,2064,1728,4191,3811,1710,2748,2803,1638
"80721",56,67,0,0,29,52,0,2,32,14,11,25
"71386",1,1,0,0,0,1,0,0,1,0,0,0
"20297",2,0,161,178,22,5,310,249,0,26,26,10
"71227",0,3,1,0,1,0,3,1,0,0,2,0
"77629",0,0,0,0,0,0,0,0,0,0,0,0
"98496",93,87,0,0,74,86,0,2,38,3,5,39
"227325",0,0,0,0,0,1,0,0,0,0,0,0
"100628595",0,0,0,0,0,0,0,0,0,0,0,0
"14897",6524,6285,2389,2349,5484,5520,4114,4530,5488,4183,4650,5556
"66153",14,13,53,51,13,12,75,56,6,44,49,6
"71781",16,20,0,0,3,7,0,1,1,0,0,2
"100503433",0,0,0,1,0,0,1,1,0,1,4,0
"381287",0,2,0,1,0,2,3,0,2,3,3,2
"621875",5,2,0,0,1,1,4,1,2,0,0,2
"100040135",1,1,1,1,0,1,2,5,2,2,3,2
"665378",1,5,3,3,5,7,3,4,10,6,13,14
"620078",3,9,1,1,7,8,3,6,4,2,3,5
"100040213",0,0,0,0,0,0,7,3,0,5,5,1
"100039794",54,65,6,9,38,47,27,33,62,33,42,56
"665338",0,0,0,0,0,1,2,2,0,3,1,0
"109032",227,202,25,19,182,196,66,62,150,106,108,141
"434484",328,342,38,37,241,234,155,191,225,207,207,236
"100503502",1,0,0,0,1,0,0,1,0,0,1,0
"100503045",3,1,0,0,0,0,0,0,0,0,0,0
"20684",103,93,10,4,55,87,21,35,210,94,100,170
"319997",9,3,5,10,6,6,26,12,5,15,17,3
"12283",2944,2599,1777,1819,3637,3217,4059,3625,3082,3936,4449,2707
"64294",7104,6757,1396,1352,9043,7862,2704,2387,5797,2880,2876,6160
"71141",8,5,0,0,5,4,2,2,2,0,0,6
"227326",5,3,2,1,8,2,85,21,4,4,6,1
"70060",0,0,0,0,0,0,0,0,3,0,0,1
"72792",6,10,92,112,32,30,215,118,71,15,20,99
"70247",2982,2457,1814,1888,4018,3483,4142,3499,2909,3695,3842,3828
"15559",3,1,0,2,13,15,2,2,14,5,2,6
"78795",465,408,42,27,312,338,102,86,344,220,219,462
"100861644",2,0,0,0,0,0,0,1,0,0,2,1
"227327",14,19,4,5,16,23,26,15,37,309,384,32
"383538",0,0,0,0,0,0,0,0,0,0,0,0
"17975",14438,12555,5762,5990,33474,24632,21395,16425,31402,30222,26548,34824
"100303740",21,19,7,5,44,44,21,12,34,22,16,39
"80828",0,1,0,0,0,0,0,0,0,0,0,0
"319336",11,9,8,8,12,19,17,12,31,15,16,16
"14767",0,0,0,0,0,0,1,0,1,0,0,0
"71863",0,0,0,0,0,0,0,0,0,0,0,0
"19231",14660,13623,7171,6950,24503,22808,20028,16222,25551,32483,30663,33697
"18582",287,332,48,38,270,235,62,52,208,174,159,260
"26895",131,138,169,141,172,143,209,159,152,232,219,209
"18159",51,73,10,8,65,47,6,5,118,10,20,176
"208718",242,234,178,167,443,347,555,461,323,565,545,345
"11650",1,0,0,0,0,0,0,0,2,0,0,0
"76768",1,1,0,0,1,0,0,0,0,0,0,1
"11648",0,0,0,0,0,1,0,2,3,0,2,2
"13599",4,6,0,0,20,15,2,4,30,1,4,22
"69453",0,1,0,0,1,1,0,2,3,2,4,5
"11447",0,0,0,0,0,0,0,0,0,0,0,0
"11449",0,0,0,0,0,0,0,1,0,0,0,0
"26987",1153,1062,896,839,1561,1339,1942,1837,1464,1403,1489,1345
"98363",364,261,154,166,265,161,37,59,109,20,38,56
"227331",922,1047,1148,1430,795,769,1010,966,855,1331,1409,1094
"100040591",42,75,11,11,137,133,11,7,32,7,7,17
"73234",0,2,0,1,1,0,1,0,14,89,82,5
"53972",4,0,139,115,12,4,105,90,27,542,596,30
"319977",0,0,0,0,0,0,1,0,1,8,8,1
"620454",211,175,116,131,368,319,277,228,309,245,306,343
"23956",1,0,51,41,2,0,31,25,3,51,44,2
"16331",15,25,6,12,26,22,12,3,43,5,10,25
"77040",561,640,312,406,689,593,659,504,564,753,804,637
"100217415",0,3,0,0,0,2,2,1,0,2,4,1
"20215",5,3,1,0,9,7,6,7,16,7,12,4
"100503175",0,0,2,1,3,0,1,0,0,0,1,0
"227333",1155,1008,869,837,1577,1299,1794,1786,1392,2204,2333,1581
"227334",429,435,237,254,372,350,215,218,342,259,277,330
"394430",0,0,0,0,0,0,0,0,0,0,0,0
"394434",0,0,0,0,0,0,0,0,0,0,0,0
"394432",1,0,0,0,2,1,1,0,0,0,0,1
"394435",798,759,2,3,808,842,3,5,490,1,2,223
"94284",642,597,2,3,574,607,4,7,367,4,2,159
"394433",0,1,0,0,0,0,0,0,0,0,0,0
"22236",2,1,0,0,0,1,0,0,0,0,0,0
"15504",7,5,2,0,12,6,4,1,9,0,9,16
"394436",1,0,0,0,3,4,0,0,4,0,0,1
"100040766",10,6,0,0,20,12,2,3,1,2,0,6
"381280",77,84,56,60,85,71,113,89,103,136,184,103
"78605",0,0,0,0,0,0,0,0,0,0,0,0
"171382",1,1,0,0,0,0,0,0,0,0,0,0
"75396",0,0,0,0,0,0,0,0,1,0,0,0
"14659",6,23,0,0,10,26,0,0,35,0,0,26
"100503197",0,0,0,0,4,3,0,0,11,1,2,4
"320982",2930,3196,95,93,5261,4244,318,320,3900,575,772,3145
"78650",0,0,0,1,0,1,0,0,0,0,2,0
"73475",1,0,3,0,0,0,0,0,0,0,1,0
"98402",3000,2640,3023,2528,1908,2269,3445,3513,1202,2359,2422,1204
"77331",0,0,0,0,0,0,0,0,0,0,0,0
"347722",662,640,1515,1507,975,903,1834,1543,687,1493,1684,978
"74403",0,0,2,0,0,1,2,0,0,1,1,0
"14472",0,1,0,1,0,2,1,1,1,0,0,0
"208372",0,0,0,0,0,0,0,0,0,0,0,0
"74918",1,3,0,0,0,2,0,0,0,1,0,0
"12778",11635,9656,896,1160,8197,8070,229,177,4089,562,563,4031
"108679",1555,1441,499,534,2068,1727,1201,1022,1708,1499,1595,1835
"433332",0,0,0,0,0,0,0,0,0,0,0,0
"12835",1257,708,655,339,750,1508,528,1046,1771,1929,6001,1026
"171531",23,18,931,1102,47,49,685,969,103,4760,4148,100
"623503",0,0,1,1,0,0,3,4,0,5,7,0
"19329",28,32,212,234,48,50,633,702,57,798,1189,29
"16978",2629,2057,854,856,2433,2352,4137,4225,2341,4248,4763,2409
"329207",12,16,0,0,13,5,0,3,10,4,3,17
"51801",198,191,263,232,314,254,255,316,293,408,301,268
"67921",725,611,669,633,1129,1015,992,951,728,1089,1073,743
"665783",175,157,215,230,279,227,337,302,264,294,314,289
"50880",180,158,794,925,233,205,872,770,186,849,884,220
"227357",21,9,13,9,29,34,22,26,20,37,58,13
"100503326",0,0,0,0,0,0,0,0,0,0,0,0
"70788",2,1,2,0,2,6,1,1,14,2,5,8
"227358",18,16,47,35,19,21,84,78,37,122,107,43
"67444",752,726,371,376,761,738,644,535,686,956,1040,735
"67086",0,0,2,1,1,0,0,0,0,2,0,0
"55927",274,299,202,217,132,107,375,339,149,457,505,234
"18627",3677,3608,913,906,2391,2594,3180,3589,1844,6203,6736,1450
"74019",193,197,67,78,162,169,111,110,117,247,235,148
"65247",245,329,27,36,228,188,51,52,221,151,190,289
"13345",23,33,0,0,33,27,0,0,12,5,2,12
"208727",956,938,137,102,815,726,221,187,1146,427,528,1206
"67273",907,837,1352,1389,1307,1306,2111,1824,999,1763,1572,1130
"259040",0,0,0,0,0,0,0,0,0,0,0,0
"258228",0,0,0,0,0,0,0,0,0,0,0,0
"259041",0,0,0,0,0,0,0,0,0,0,0,0
"259039",0,0,0,0,0,0,0,0,0,0,0,0
"258274",0,0,0,0,0,0,0,0,0,0,0,0
"258483",0,0,0,0,0,0,0,0,0,0,0,0
"258484",0,0,0,0,0,0,0,0,0,0,0,0
"257890",0,0,0,0,0,0,0,0,0,0,0,0
"66915",644,593,580,557,687,781,673,690,625,717,776,555
"260301",1,2,0,0,0,2,0,0,2,0,2,1
"14733",1154,1140,278,298,1832,1658,662,557,2088,950,1044,1994
"100504295",0,1,0,0,0,0,0,0,1,0,0,0
"387167",0,0,0,0,0,0,0,0,1,0,0,0
"241158",3,5,5,2,7,5,4,9,5,3,7,4
"67446",106,103,92,66,133,152,161,108,120,190,180,157
"108657",783,983,1186,1166,724,634,1651,1429,829,1136,1384,1039
"100037260",1,0,0,0,3,3,1,2,2,3,1,2
"23830",150,171,101,121,130,117,112,94,177,199,222,206
"64095",23,24,13,10,18,14,217,128,50,24,49,72
"208760",0,0,0,0,0,0,1,0,2,0,0,0
"16560",128,100,22,23,337,325,15,14,1008,15,31,796
"11611",0,0,1,1,1,0,4,2,2,0,2,0
"71874",0,1,1,0,56,36,225,265,182,102,147,185
"381284",4,2,2,1,4,4,0,2,3,7,4,5
"208777",348,434,70,86,675,547,73,89,586,201,207,349
"69821",347,447,141,155,652,515,207,234,488,393,450,376
"269224",127,105,156,140,217,202,275,209,231,324,288,280
"66385",661,718,423,469,605,608,640,507,554,894,859,704
"404545",0,0,0,2,1,2,1,2,0,1,7,5
"110611",20065,17193,18743,18615,23390,19765,27296,23905,24531,16942,19592,24982
"18000",5355,4667,1686,1775,5849,5474,3429,3310,4595,3944,4340,5043
"227377",254,202,242,256,169,177,344,256,217,338,323,268
"59041",1775,1809,2238,2709,2169,1834,2955,2926,2024,2684,3127,2271
"51800",755,679,14,14,971,872,17,15,533,89,116,810
"67026",358,377,189,180,520,441,509,443,444,468,553,579
"66615",885,824,419,422,1014,940,833,754,1058,1116,1153,1230
"21915",359,318,420,436,587,492,672,467,600,1016,922,738
"66262",1047,1026,239,260,1171,934,563,459,1176,1008,1066,1284
"98314",84,91,97,102,88,80,140,133,65,183,182,110
"381334",14,17,1,0,14,15,7,9,21,4,10,25
"100041596",2,1,1,0,2,3,1,4,2,3,2,1
"666009",2,2,2,7,4,2,6,5,6,7,5,7
"619597",0,0,0,0,1,0,0,0,2,0,1,0
"241159",1,0,0,0,0,0,0,0,0,0,0,0
"18566",0,1,0,1,0,1,0,0,1,1,0,0
"74689",0,0,0,0,0,0,0,0,0,0,0,0
"67698",356,368,224,234,297,270,193,232,274,323,320,300
"20452",36,36,10,6,31,28,5,6,37,18,10,21
"75381",0,0,0,0,0,0,0,0,0,0,0,0
"100504401",465,442,193,195,489,412,305,313,429,292,288,401
"73454",0,0,0,0,0,0,0,0,0,0,0,0
"75159",0,0,0,0,0,0,0,0,0,0,0,0
"227394",0,0,64,57,0,1,19,11,3,5,2,0
"329217",4,3,236,277,0,2,48,90,0,19,9,0
"67854",0,0,0,0,0,0,0,0,0,0,0,0
"74441",0,0,0,0,0,0,0,0,0,0,0,0
"634331",0,0,0,0,0,0,0,0,0,0,0,0
"634346",0,0,0,0,0,0,0,0,0,0,1,1
"52392",305,255,317,318,482,456,708,608,409,724,851,470
"227399",542,576,418,460,771,588,968,899,982,1446,1334,1045
"252876",67,91,63,58,79,64,96,67,68,103,101,66
"18484",2116,2065,366,315,2727,2546,1060,1010,2609,2864,2508,3032
"78603",3,4,1,2,4,4,6,8,5,10,10,2
"69030",5,2,1,0,1,0,0,0,6,0,0,2
"70866",0,0,0,0,0,0,0,0,0,0,0,0
"100504494",78,72,61,62,120,107,133,116,139,144,163,130
"241175",0,0,0,0,0,0,1,3,0,1,2,0
"100504525",0,0,0,0,0,0,0,0,0,0,0,0
"23836",0,0,0,0,1,0,0,0,1,0,0,3
"320311",236,321,5,3,75,81,3,1,157,25,27,153
"100504568",0,6,0,0,0,0,0,0,0,1,1,1
"27392",757,687,402,428,895,795,546,542,1136,1180,1139,1082
"227446",741,982,928,1140,726,665,1199,1305,885,1157,1263,997
"100042023",236,188,342,343,298,273,608,483,245,400,399,266
"21934",1891,1929,795,950,1155,1213,422,478,601,321,258,721
"635504",3,12,1,11,6,5,12,11,7,5,12,5
"227449",1261,1188,403,466,2018,1593,951,859,1700,862,934,1943
"626049",3,0,0,0,1,4,2,0,0,0,0,1
"98432",1134,1128,601,505,1307,1137,1096,1130,1173,1613,1680,1088
"12043",378,378,17,17,553,436,91,106,882,1065,841,903
"320761",0,0,0,0,0,1,1,4,0,0,0,0
"70750",607,464,323,338,514,466,761,871,800,731,717,815
"20479",1553,1413,1169,1164,1636,1530,2289,2341,1517,2165,2233,1533
"20724",6026,4206,732,728,2221,3321,670,1167,5417,2531,2886,5249
"71869",12,9,0,1,3,4,0,1,0,0,0,8
"241196",0,0,0,0,0,0,0,0,0,0,0,0
"20248",0,0,0,0,0,0,0,0,0,0,0,0
"394252",0,0,0,0,0,0,0,0,0,0,0,0
"383548",0,0,0,0,0,0,0,0,0,0,0,0
"381286",0,0,2,0,0,0,2,2,3,0,1,0
"66957",1,0,13,6,10,4,10,13,1213,16,25,1122
"116872",0,0,0,0,0,0,0,0,1,0,0,2
"18788",2,1,0,0,5,5,0,0,7,1,1,7
"241197",67,47,0,0,33,29,0,0,389,1,1,443
"20725",21,13,12,13,54,26,69,84,62,64,101,58
"241201",0,0,0,0,0,0,0,0,0,0,0,0
"227485",1,0,35,26,5,3,13,15,22,4,9,20
"319901",837,777,148,181,1007,852,309,309,885,376,353,859
"636808",0,0,0,0,0,0,0,0,0,0,0,0
"634762",0,0,0,0,0,0,0,0,0,0,0,0
"22099",767,632,868,902,929,821,1191,885,786,1381,1284,916
"67949",626,495,475,483,1757,1280,1190,1151,1560,1359,1294,1427
"76707",3524,3085,484,492,1968,2287,891,1029,2267,1503,1496,2473
"68204",2,4,4,14,16,3,6,2,15,4,8,10
"81879",170,96,876,750,171,115,663,621,324,1501,1567,502
"14633",381,307,0,0,266,310,2,0,74,36,46,128
"16324",95,169,267,343,173,210,884,744,420,4510,4371,402
"100502628",0,0,0,0,0,0,0,0,0,0,0,0
"64143",816,647,460,492,1124,904,1564,1582,1072,2246,2261,845
"226351",423,400,164,156,627,560,342,357,897,894,879,867
"226352",138,147,300,268,280,177,522,631,369,1168,1108,352
"19258",547,417,177,206,624,528,348,303,594,717,681,639
"66343",25,26,27,19,20,17,10,9,15,66,42,34
"226356",3,2,0,0,7,3,0,0,2,0,0,0
"319229",0,1,0,0,3,1,1,1,2,0,0,1
"170706",66,92,26,21,187,142,113,88,44,37,30,45
"13167",4363,3469,5542,5421,2845,2876,11050,10916,1619,4037,3891,1559
"73103",22,28,10,13,35,37,23,31,45,36,53,48
"68428",79,76,1317,1419,211,146,815,993,246,293,323,296
"226359",0,0,0,0,2,2,0,0,0,0,0,9
"17167",0,0,0,0,1,1,0,0,0,0,0,6
"13798",0,1,0,0,0,2,0,0,4,0,0,2
"98452",0,0,0,0,0,0,0,0,0,0,0,0
"72999",838,798,305,301,665,690,219,275,896,566,565,918
"70829",608,623,283,288,491,449,369,356,495,475,436,680
"15564",0,1,0,0,1,1,0,0,0,0,0,2
"66942",198,146,185,165,374,247,306,255,375,456,404,411
"100502702",0,0,0,0,0,0,0,0,0,0,0,0
"269109",0,0,3,4,0,1,0,8,0,0,1,0
"74117",5123,4396,1762,1888,5897,4953,4543,4407,3876,3226,3669,3930
"74150",1476,1216,1158,962,1397,1306,1513,1504,1777,1975,1961,1697
"71111",2,1,4,7,2,7,13,9,1,17,24,2
"72585",1,3,0,0,2,3,0,0,1,0,0,0
"210356",422,409,38,32,496,430,18,54,157,265,409,138
"107895",261,281,133,102,330,346,82,75,280,599,868,296
"667090",504,493,483,459,946,820,1223,981,957,1518,1753,903
"72160",1,0,0,1,2,5,0,0,2,0,2,1
"266645",5,1,0,1,3,2,1,0,0,0,0,2
"100502745",9,5,1,3,6,2,1,2,8,2,5,4
"72949",633,639,650,685,890,701,1193,1167,811,1358,1531,912
"22625",1,0,0,1,0,1,2,1,0,0,1,0
"226407",1227,1200,1341,1254,1256,1111,1514,1526,1370,1624,1734,1343
"226409",137,176,175,138,216,203,172,111,257,229,241,261
"226412",1316,1298,750,781,1482,1295,1582,1316,1439,1679,1731,1608
"387147",1,0,0,0,0,0,0,0,0,0,0,0
"67812",3835,3084,1754,1611,4215,4288,3644,3545,3219,2943,3716,2780
"226413",63,63,0,1,48,63,1,0,5,1,2,10
"17219",173,156,1294,1318,918,598,2023,774,1291,2725,2317,1429
"226414",949,884,872,876,1301,1047,1599,1150,1015,1836,1832,1216
"12767",195,302,17,23,275,191,117,71,536,1244,1305,726
"210417",1,1,0,0,2,1,0,0,12,0,0,4
"100042740",121,118,70,80,209,197,210,193,232,298,267,185
"13137",11,9,219,200,26,7,302,362,37,375,347,40
"13136",72,69,882,967,101,96,1480,1749,216,1991,2008,176
"22789",0,0,0,0,0,0,0,0,0,0,0,0
"12269",0,0,0,0,0,0,0,0,0,1,0,1
"12270",6,1,4,3,3,2,8,10,3,9,11,1
"18640",1000,909,1821,1848,1418,1216,3457,3587,1039,2466,2280,984
"226418",469,335,543,497,1170,1179,835,1097,1114,956,759,666
"212439",37,45,325,303,73,68,746,881,48,935,759,53
"64435",0,2,136,118,3,1,32,29,0,7,8,1
"100502856",2,1,91,74,0,0,32,27,0,5,3,0
"18703",692,603,28548,30048,955,454,17003,13102,14,426,737,16
"69169",0,0,0,1,2,0,1,1,8,5,3,4
"93672",148,94,15,7,482,420,478,356,863,44,96,317
"58181",0,0,0,0,0,0,0,2,0,0,1,0
"329244",29,17,0,1,29,30,3,1,38,1,2,26
"16153",12,6,2,6,32,29,4,4,15,3,4,15
"17164",7366,6286,1174,1036,10227,9067,3985,3768,8774,5364,5998,7693
"226419",89,102,329,297,301,222,1150,1005,375,931,833,473
"16865",743,769,652,592,803,737,937,846,692,963,988,890
"54354",516,381,39,62,572,521,338,349,535,322,373,604
"56489",640,801,235,262,504,438,185,130,726,209,186,803
"14270",649,714,229,200,821,680,454,527,972,713,797,989
"108900",21,29,13,9,25,22,18,9,45,36,28,57
"26361",0,0,0,0,1,0,1,0,0,0,0,1
"13034",1,2,255,260,13,9,295,202,4,100,179,1
"226421",82,116,1040,1100,169,125,1958,1954,162,864,1698,186
"320718",16,31,207,173,68,53,645,666,177,419,422,261
"212933",474,544,145,166,771,750,106,128,401,98,96,263
"98396",6203,5382,4135,5445,7301,7084,3403,2998,6959,3175,3232,6593
"226422",229,245,45,49,126,163,124,127,67,121,171,81
"98415",1080,950,986,997,1570,1268,1482,959,1526,2206,2147,1642
"212980",155,103,600,643,307,243,1483,1434,249,1993,1971,258
"13714",840,706,264,249,1271,1129,876,775,1195,1123,1036,1185
"213006",241,200,882,968,318,321,280,230,273,304,354,318
"18557",561,489,829,885,993,954,1225,1146,409,1069,1625,458
"723818",0,0,0,0,0,0,0,0,0,0,0,0
"213409",0,0,0,0,2,0,0,0,2,0,0,0
"213417",7,6,6,10,34,15,120,54,11,39,58,8
"74137",423,332,163,130,1568,1249,657,858,697,581,713,533
"68875",229,249,42,29,292,254,34,30,389,551,504,465
"213452",988,929,313,304,974,880,329,355,1044,1031,1047,1139
"213464",298,288,353,385,271,233,558,442,338,587,708,451
"74626",45,62,15,21,27,31,26,28,41,46,42,59
"21367",138,122,1,2,341,574,1,4,2620,2,7,2194
"269116",14,11,62,64,83,95,74,154,41,9,22,38
"100038653",0,0,0,0,0,0,0,0,0,0,0,0
"16980",495,459,1,6,141,163,1,9,278,37,64,534
"17248",990,967,430,480,772,736,687,674,860,1031,1005,938
"240752",628,670,587,694,459,374,434,486,388,617,587,603
"108954",4694,2926,2329,2063,4757,4036,2839,2286,4272,3148,3328,4658
"240753",519,574,1108,1377,409,584,1754,1851,445,4092,3926,408
"100502933",1,0,8,11,1,0,10,20,0,25,21,1
"68338",0,1,0,0,1,0,10,12,1,1,0,0
"280287",0,2,0,1,3,0,12,5,0,2,5,0
"19701",6,6,0,0,9,5,3,0,6,4,1,12
"214253",44,31,5,4,38,40,38,25,53,36,68,88
"20668",234,296,162,174,589,368,440,253,751,668,707,1081
"20643",270,260,176,161,396,387,432,352,431,644,534,432
"70579",6769,5888,2240,1946,7530,6823,5431,5215,7126,6500,6648,6858
"667118",2519,2235,1053,912,3134,3006,2392,2301,2394,2911,2579,2763
"240754",228,197,0,0,30,52,2,6,40,11,5,32
"381290",7334,5880,20,17,1668,1795,32,32,1171,181,196,1352
"269120",756,639,3,1,325,403,0,0,147,13,10,111
"116847",5994,6666,31,49,2680,3696,51,66,11759,1815,2049,10516
"100502984",14,12,0,0,9,14,0,0,0,0,0,0
"14264",11835,9591,8,17,27529,24157,60,39,3097,5,10,2306
"100502999",17,15,3,4,11,14,1,8,7,5,11,16
"12227",21260,28792,7395,9040,17228,17394,5874,6087,27763,19801,20807,43603
"667414",3,5,1,4,4,4,15,8,6,12,5,6
"71884",4,2,7,5,0,3,12,14,1,28,20,4
"12654",1007,734,94,76,4786,5395,140,122,11580,3095,2871,8912
"53311",233,182,3,5,991,1092,8,3,1281,64,60,933
"11539",114,108,19,6,237,216,66,49,187,122,83,283
"17928",1,0,0,0,0,1,0,0,0,0,0,3
"68507",47,38,26,27,100,69,34,22,109,14,28,57
"57439",1245,1174,1500,1641,1756,1435,3024,2666,1709,2573,2557,1904
"240755",0,0,0,0,0,0,0,0,0,1,0,0
"72017",360,282,698,774,489,394,1030,864,481,837,837,652
"72674",1998,1912,1466,1425,2036,1835,2373,2194,2112,2673,2986,2001
"100861791",0,0,0,0,0,0,0,0,0,0,0,0
"240756",365,350,247,222,276,264,305,243,362,608,529,402
"98710",221,646,177,264,315,306,410,391,454,614,743,463
"100503055",3,0,1,1,2,1,2,2,2,1,5,2
"71001",0,1,0,0,1,0,0,0,0,0,2,0
"75605",1972,2070,668,637,3088,2194,3884,3835,3329,3055,3893,3887
"20980",16,21,2,1,4,10,0,0,4,6,3,6
"329251",1547,1663,79,76,802,957,158,107,369,203,214,552
"67196",24,25,38,19,41,35,23,18,34,50,66,44
"329252",2139,2178,26,31,3894,2988,1165,620,3081,1033,1043,3756
"13924",58,58,103,88,265,116,1421,884,188,775,578,487
"100038590",0,2,4,4,0,0,2,2,0,1,1,0
"320139",4,9,4,3,7,5,13,2,1,5,5,13
"68724",1254,1161,447,401,1003,875,1403,1568,933,1556,1833,1053
"171469",1,1,2,0,0,2,0,0,12,1,4,14
"13710",1131,1203,1739,1444,1050,841,2447,3315,1489,8054,8038,2322
"215615",729,741,544,535,738,586,1623,1495,1128,2719,3199,1272
"21854",436,383,410,450,627,545,542,512,474,690,666,509
"93689",9098,9286,27,35,4520,5198,54,128,2678,125,189,3287
"77552",832,887,110,63,344,392,54,70,179,104,93,383
"226432",1876,1818,1033,1026,2126,1730,1324,1001,1929,1809,1704,2398
"215690",766,662,30,59,683,589,76,47,799,405,416,994
"13007",96263,86626,1076,1035,65123,80746,4140,5312,34423,7453,10004,39167
"27280",2077,1869,20,14,3107,2855,92,77,2056,273,296,1930
"21952",6,4,0,0,8,4,0,0,4,1,2,8
"16763",74,56,235,248,329,319,643,691,446,2607,3152,456
"21956",14,10,4,2,12,11,12,10,20,53,93,32
"18772",6099,4987,26,22,6304,7997,112,153,7697,1169,1512,6944
"226438",1,0,0,0,0,0,0,0,2,0,0,0
"66241",540,572,369,360,754,667,575,571,829,742,948,760
"12292",1,0,0,0,0,0,0,0,1,1,0,3
"329253",0,0,0,0,0,0,0,0,0,0,0,0
"16565",898,901,202,183,538,570,52,90,134,211,319,115
"76422",48,49,12,8,42,44,3,3,30,9,13,29
"67313",1384,1220,129,175,1632,2049,161,222,1828,882,918,1472
"100042513",0,0,0,0,0,0,0,0,0,0,0,0
"383563",0,0,0,1,5,0,0,0,4,5,5,0
"67886",2920,2793,516,580,3436,3185,1715,1502,2905,2099,2238,2703
"320054",4,6,1,2,7,8,9,2,5,8,11,3
"67997",203,206,59,45,191,200,105,102,162,171,182,146
"381293",32,24,149,107,109,97,100,65,101,103,123,109
"71084",0,0,0,0,0,0,0,0,0,0,0,0
"226442",2912,2516,213,219,3444,2958,820,764,1210,953,1016,1330
"100503460",20,16,3,9,12,13,9,11,8,6,11,4
"100503474",14,10,0,0,6,12,0,0,2,1,2,3
"667686",46,62,13,19,97,66,65,40,79,88,86,73
"26424",5,8,0,1,8,6,1,0,22,3,4,11
"320138",0,0,0,0,0,0,0,0,0,0,0,0
"735252",0,0,0,0,0,0,0,0,0,0,0,0
"723890",0,0,0,0,0,0,0,0,0,0,0,0
"19264",8,2,9,11,24,20,9,7,15,8,4,12
"338375",0,0,0,0,0,0,0,0,0,0,0,0
"59125",3572,3406,2379,2265,2079,2571,1781,1939,1957,11122,9932,2077
"545363",0,0,0,0,0,0,0,0,0,0,0,0
"16876",1,1,0,0,0,0,0,0,0,0,1,1
"69549",19,30,34,39,30,39,70,67,39,58,67,27
"75546",0,0,0,0,0,0,0,0,0,0,0,0
"329260",427,363,723,719,390,357,607,595,527,682,671,531
"170788",1,0,0,0,0,0,0,0,0,0,0,0
"71209",0,0,2,0,0,0,0,0,0,0,0,0
